feedback_id,feedback_text,aspects,sentiments,num_aspects
fb_05757,5G works intermittently. Falls back to 4G often. Mixed experience. The 56-day validity works for my usage pattern. Recharge monthly.,5G Experience|Data Validity,Neutral|Neutral,2
fb_05758,Neither overpaying nor getting premium value. Middle of the road. Recharge validity is standard 28 days. Nothing special about it.,Value for Money|Recharge Plans,Neutral|Neutral,2
fb_05759,"5G shows up on my phone sometimes. Real-world speed gain is moderate. On the other hand, Pack validity of 56 days is same as competitors. Normal.",5G Experience|Data Validity,Neutral|Neutral,2
fb_05760,Validity period is okay. Would prefer longer but its industry standard.,Data Validity,Neutral,1
fb_05761,The 5G rollout seems ongoing. Coverage map shows limited areas for now.,5G Experience,Neutral,1
fb_05762,"Tried 5G in downtown area. Speed was faster than 4G but not consistent. Additionally, The cost to benefit ratio is okay. Standard telecom offering.",5G Experience|Value for Money,Neutral|Neutral,2
fb_05763,The 56-day validity works for my usage pattern. Recharge monthly.,Data Validity,Neutral,1
fb_05764,Data validity matches what was advertised. Standard experience.,Data Validity,Neutral,1
fb_05765,5G experience is early stage. Good in some spots average in others.,5G Experience,Neutral,1
fb_05766,"Data and calling benefits are what you'd expect for the price point. On the other hand, 5G speeds are higher than 4G where available. Coverage needs to expand more.",Recharge Plans|5G Experience,Neutral|Neutral,2
fb_05767,The plan I'm on is adequate. Could be better but could be worse too. Plan expires in 84 days as stated. No extension no early expiry.,Recharge Plans|Data Validity,Neutral|Neutral,2
fb_05768,Data pack validity is straightforward. Expires on the expected date.,Data Validity,Neutral,1
fb_05769,value proposition is okay. Similar to other providers in same tier.,Value for Money,Neutral,1
fb_05770,"Data pack validity is straightforward. Expires on the expected date. Additionally, For the price I pay the services are decent. Market standard.",Data Validity|Value for Money,Neutral|Neutral,2
fb_05771,Data pack validity is straightforward. Expires on the expected date.,Data Validity,Neutral,1
fb_05772,"5G speeds are higher than 4G where available. Coverage needs to expand more. Additionally, Recharge validity is standard 28 days. Nothing special about it.",5G Experience|Recharge Plans,Neutral|Neutral,2
fb_05773,value for money is acceptable. Competitors charge similar for similar benefits.,Value for Money,Neutral,1
fb_05774,5G shows up on my phone sometimes. Real-world speed gain is moderate.,5G Experience,Neutral,1
fb_05775,Got 5G coverage at a few spots. Speed improvement over 4G is noticeable but not dramatic.,5G Experience,Neutral,1
fb_05776,My area just got 5G. Its an improvement but not life-changing difference. Recharge process is simple. Benefits activate instantly. Standard. Pack validity of 28 days is same as competitors. Normal.,5G Experience|Recharge Plans|Data Validity,Neutral|Neutral|Neutral,3
fb_05777,"Getting reasonable value. Not feeling ripped off but not getting a deal either. On the other hand, 5G speeds are higher than 4G where available. Coverage needs to expand more.",Value for Money|5G Experience,Neutral|Neutral,2
fb_05778,"The plan delivers fair value for the monthly cost. Standard assessment. Also, 5G shows up on my phone sometimes. Real-world speed gain is moderate.",Value for Money|5G Experience,Neutral|Neutral,2
fb_05779,Plan options cover basic to premium tiers. Nothing to write home about. The validity period covers my monthly needs. Predictable expiry. For a mid-tier plan the value is what you'd expect. Adequate.,Recharge Plans|Data Validity|Value for Money,Neutral|Neutral|Neutral,3
fb_05780,Data and calling benefits are what you'd expect for the price point.,Recharge Plans,Neutral,1
fb_05781,I'm paying market rate and getting market rate services. Fair enough.,Value for Money,Neutral,1
fb_05782,validity period is standard. I recharge on the same date each month.,Data Validity,Neutral,1
fb_05783,The 5G rollout seems ongoing. Coverage map shows limited areas for now. Data validity matches what was advertised. Standard experience. Standard recharge with standard benefits. Gets the job done.,5G Experience|Data Validity|Recharge Plans,Neutral|Neutral|Neutral,3
fb_05784,The plan justifies its cost. Nothing more nothing less.,Value for Money,Neutral,1
fb_05785,5G shows up on my phone sometimes. Real-world speed gain is moderate. Plan validity is what most providers offer. Nothing unique.,5G Experience|Data Validity,Neutral|Neutral,2
fb_05786,5G coverage is limited. Where it works its okay. Still early days.,5G Experience,Neutral,1
fb_05787,validity period is standard. I recharge on the same date each month.,Data Validity,Neutral,1
fb_05788,"5G works intermittently. Falls back to 4G often. Mixed experience. Also, Data and calling validity align. Both expire same day. Makes it simple.",5G Experience|Data Validity,Neutral|Neutral,2
fb_05789,"My area just got 5G. Its an improvement but not life-changing difference. Additionally, recharge options through the app are easy. Plan benefits are standard.",5G Experience|Recharge Plans,Neutral|Neutral,2
fb_05790,"Using 5G phone but 5G coverage isn't widespread yet. Mostly on 4G still. Also, Recharge validity is standard 28 days. Nothing special about it.",5G Experience|Recharge Plans,Neutral|Neutral,2
fb_05791,For a mid-tier plan the value is what you'd expect. Adequate.,Value for Money,Neutral,1
fb_05792,value for money is acceptable. Competitors charge similar for similar benefits. 5G network is expanding slowly. Currently works in a few zones near me. Plan options havent changed much recently. Same old choices.,Value for Money|5G Experience|Recharge Plans,Neutral|Neutral|Neutral,3
fb_05793,"5G network is expanding slowly. Currently works in a few zones near me. Additionally, The 56-day validity works for my usage pattern. Recharge monthly.",5G Experience|Data Validity,Neutral|Neutral,2
fb_05794,pack validity of 28 days is same as competitors. Normal.,Data Validity,Neutral,1
fb_05795,5G network is expanding slowly. Currently works in a few zones near me.,5G Experience,Neutral,1
fb_05796,5G experience is early stage. Good in some spots average in others.,5G Experience,Neutral,1
fb_05797,Validity period is okay. Would prefer longer but its industry standard. The plan justifies its cost. Nothing more nothing less. 5G network is expanding slowly. Currently works in a few zones near me.,Data Validity|Value for Money|5G Experience,Neutral|Neutral|Neutral,3
fb_05798,"5G shows up on my phone sometimes. Real-world speed gain is moderate. On the other hand, Plan expires in 84 days as stated. No extension no early expiry.",5G Experience|Data Validity,Neutral|Neutral,2
fb_05799,Validity is neither generous nor stingy. Market standard offering. Getting reasonable value. Not feeling ripped off but not getting a deal either.,Data Validity|Value for Money,Neutral|Neutral,2
fb_05800,Neither overpaying nor getting premium value. Middle of the road.,Value for Money,Neutral,1
fb_05801,The pricing for my current plan is acceptable for what it offers. Payment reminders come before due date. Auto-debit handles it usually.,Pricing|Billing,Neutral|Neutral,2
fb_05802,Got 4 bars signal at home. Its fair for basic use. Browsing speed is fine. Heavy downloads take time but thats expected at 15mbps.,Network Coverage|Internet Speed,Neutral|Neutral,2
fb_05803,Billing statement is clear and itemized. Fair enough. Network is present but not the strongest. Nothing special.,Billing|Network Coverage,Neutral|Neutral,2
fb_05804,"browsing speed is fine. Heavy downloads take time but thats expected at 25mbps. On the other hand, Network coverage on my daily commute is moderate. Acceptable I suppose.",Internet Speed|Network Coverage,Neutral|Neutral,2
fb_05805,"Coverage indoors is moderate. Outdoor is slightly better. On the other hand, Internet performance is standard for 4G in this area. Normal stuff.",Network Coverage|Internet Speed,Neutral|Neutral,2
fb_05806,"Bill is what I expect to pay each month. Transparent breakdown. On the other hand, Network is present but not the strongest. Acceptable I suppose.",Billing|Network Coverage,Neutral|Neutral,2
fb_05807,Speed is what I expected for this plan tier. Not faster not slower.,Internet Speed,Neutral,1
fb_05808,Pricing is passable compared to market rates. Standard tier. Streaming works in standard quality. HD sometimes buffers during peak.,Pricing|Internet Speed,Neutral|Neutral,2
fb_05809,Bills come on the expected date. Amount is consistent month to month. Internet is okay for daily browsing and streaming in SD. Pricing structure is transparent. No hidden fees just standard rates.,Billing|Internet Speed|Pricing,Neutral|Neutral|Neutral,3
fb_05810,pricing structure is transparent. No hidden fees just standard rates. The bill format is standard. Easy to understand charges and taxes.,Pricing|Billing,Neutral|Neutral,2
fb_05811,"What I pay monthly is in line with industry average. No surprises. On the other hand, Billing is accurate and on time. About what I expected.",Pricing|Billing,Neutral|Neutral,2
fb_05812,Monthly cost is predictable and market-aligned. Standard pricing.,Pricing,Neutral,1
fb_05813,"Internet speed is around 12mbps. Unremarkable. On the other hand, Had a small billing query once. Got it clarified. No major issues overall.",Internet Speed|Billing,Neutral|Neutral,2
fb_05814,"Internet handles video calls without major issues. Speed is fair. Also, Pricing is moderate compared to market rates. Standard tier.",Internet Speed|Pricing,Neutral|Neutral,2
fb_05815,"Prices went up slightly but still within competitive range. Also, Billing system works as expected. No discrepancies in last 6 months.",Pricing|Billing,Neutral|Neutral,2
fb_05816,Coverage indoors is okay. Outdoor is slightly better.,Network Coverage,Neutral,1
fb_05817,"The overall pricing is neither a deal nor a ripoff. Fair market value. Also, Auto-pay works without issues. Bill amount matches my plan cost.",Pricing|Billing,Neutral|Neutral,2
fb_05818,"Got 2-3 bars signal at home. Its acceptable for basic use. Also, Billing cycle is standard. Nothing unusual or concerning about it.",Network Coverage|Billing,Neutral|Neutral,2
fb_05819,"Upload speed is lower than download as usual. Overall okay experience. On the other hand, Pricing structure is transparent. No hidden fees just standard rates.",Internet Speed|Pricing,Neutral|Neutral,2
fb_05820,internet speed is moderate. Good enough for work from home basics. Signal strength is middling compared to what I had before. Manageable. Bill is what I expect to pay each month. Transparent breakdown.,Internet Speed|Network Coverage|Billing,Neutral|Neutral|Neutral,3
fb_05821,Pricing is moderate compared to market rates. Standard tier.,Pricing,Neutral,1
fb_05822,Internet performance is standard for 4G in this area. Unremarkable. Billing is accurate and on time. Could be better could be worse. Coverage indoors is moderate. Outdoor is slightly better.,Internet Speed|Billing|Network Coverage,Neutral|Neutral|Neutral,3
fb_05823,The overall pricing is neither a deal nor a ripoff. Fair market value. Internet performance is standard for 4G in this area. No major issues.,Pricing|Internet Speed,Neutral|Neutral,2
fb_05824,Monthly cost is predictable and market-aligned. Standard pricing. Network coverage is fair in my area. Not remarkable. Speed varies between 10-30mbps depending on time. Acceptable I suppose.,Pricing|Network Coverage|Internet Speed,Neutral|Neutral|Neutral,3
fb_05825,"Network coverage on my daily commute is passable. Manageable. On the other hand, Getting around 25mbps consistently. Not the fastest but works for me.",Network Coverage|Internet Speed,Neutral|Neutral,2
fb_05826,"For the features included the pricing seems fair. Market standard. Also, Billing system works as expected. No discrepancies in last 6 months.",Pricing|Billing,Neutral|Neutral,2
fb_05827,Internet is average for daily browsing and streaming in SD. Pricing is comparable to other operators. No major difference.,Internet Speed|Pricing,Neutral|Neutral,2
fb_05828,"Network coverage hasnt changed much since I joined. Stable at adequate level. Additionally, Plans are priced at market rate. Neither cheap nor expensive.",Network Coverage|Pricing,Neutral|Neutral,2
fb_05829,Speed varies between 15-25mbps depending on time. Fair enough.,Internet Speed,Neutral,1
fb_05830,What I pay monthly is in line with industry average. No surprises.,Pricing,Neutral,1
fb_05831,"Price point is okay. Could be lower but its not unreasonable. Also, Had a small billing query once. Got it clarified. No major issues overall.",Pricing|Billing,Neutral|Neutral,2
fb_05832,Speed drops slightly during evenings but stays usable. Nothing special.,Internet Speed,Neutral,1
fb_05833,"Pricing structure is transparent. No hidden fees just standard rates. On the other hand, Internet performance is standard for 4G in this area. Normal stuff.",Pricing|Internet Speed,Neutral|Neutral,2
fb_05834,"Pricing is adequate compared to market rates. Standard tier. Also, Getting 20mbps which is okay for my usage pattern.",Pricing|Internet Speed,Neutral|Neutral,2
fb_05835,"Bill payment through the app works fine. Process is standard. On the other hand, Speed test shows 25mbps on average. Gets the job done.",Billing|Internet Speed,Neutral|Neutral,2
fb_05836,Speed is what I expected for this plan tier. Not faster not slower.,Internet Speed,Neutral,1
fb_05837,"Internet is acceptable for daily browsing and streaming in SD. On the other hand, Got 3 bars signal at home. Its acceptable for basic use.",Internet Speed|Network Coverage,Neutral|Neutral,2
fb_05838,pricing hasn't changed drastically. Small increases over time. Normal.,Pricing,Neutral,1
fb_05839,"Network coverage hasnt changed much since I joined. Stable at standard level. On the other hand, Pricing is comparable to other operators. No major difference.",Network Coverage|Pricing,Neutral|Neutral,2
fb_05840,Prices went up slightly but still within competitive range.,Pricing,Neutral,1
fb_05841,Coverage indoors is fair. Outdoor is slightly better.,Network Coverage,Neutral,1
fb_05842,"Coverage in my neighborhood is consistent at 2-3 bars. Nothing unusual. On the other hand, Bills come on the expected date. Amount is consistent month to month.",Network Coverage|Billing,Neutral|Neutral,2
fb_05843,"Network is present but not the strongest. Unremarkable. Also, Internet handles video calls without major issues. Speed is passable.",Network Coverage|Internet Speed,Neutral|Neutral,2
fb_05844,"coverage is there in most spots. Some areas weaker than others which is normal. On the other hand, Auto-pay works without issues. Bill amount matches my plan cost.",Network Coverage|Billing,Neutral|Neutral,2
fb_05845,Coverage indoors is moderate. Outdoor is slightly better.,Network Coverage,Neutral,1
fb_05846,Billing is accurate and on time. Nothing to write home about. Network is available in most places I go. Gets the job done. Speed is what I expected for this plan tier. Not faster not slower.,Billing|Network Coverage|Internet Speed,Neutral|Neutral|Neutral,3
fb_05847,"Monthly cost is predictable and market-aligned. Standard pricing. Additionally, Getting 25mbps which is okay for my usage pattern.",Pricing|Internet Speed,Neutral|Neutral,2
fb_05848,Speed drops slightly during evenings but stays usable. Its fine. Bills come on the expected date. Amount is consistent month to month. Prices went up slightly but still within competitive range.,Internet Speed|Billing|Pricing,Neutral|Neutral|Neutral,3
fb_05849,"Network coverage hasnt changed much since I joined. Stable at middling level. On the other hand, Payment reminders come before due date. Auto-debit handles it usually.",Network Coverage|Billing,Neutral|Neutral,2
fb_05850,"Internet handles video calls without major issues. Speed is adequate. On the other hand, Billing system works as expected. No discrepancies in last 6 months.",Internet Speed|Billing,Neutral|Neutral,2
fb_05851,Customer support resolved my query but took 2 days total. call quality indoors is same as outdoors for me. Consistently fair. Roaming worked in southeast Asia. Charges were as per the plan. Acceptable I suppose.,Customer Support|Call Quality|Roaming,Neutral|Neutral|Neutral,3
fb_05852,Customer support takes about 10 minutes to connect. Manageable. Roaming services activated without issues. Speed was reduced but functional.,Customer Support|Roaming,Neutral|Neutral,2
fb_05853,Customer support takes about 5 minutes to connect. Standard for the area. Roaming rates are comparable to what other carriers charge for same destination. Audio quality on calls is what youd expect from any major carrier.,Customer Support|Roaming|Call Quality,Neutral|Neutral|Neutral,3
fb_05854,Calls over VoLTE are slightly clearer. Regular network calls are adequate.,Call Quality,Neutral,1
fb_05855,Raised a ticket. Got resolution in 84 working days. Standard timeline.,Customer Support,Neutral,1
fb_05856,"The app is okay. Not the smoothest but gets things done. Additionally, roaming in neighboring states works seamlessly. No extra charges on domestic.",Mobile App Experience|Roaming,Neutral|Neutral,2
fb_05857,Support agent was polite but followed a script. Got my answer eventually.,Customer Support,Neutral,1
fb_05858,Roaming rates are comparable to what other carriers charge for same destination. Call quality is standard. No major drops or echo issues noticed. Had to call support once. Issue got fixed after 4-5 day followup. Acceptable.,Roaming|Call Quality|Customer Support,Neutral|Neutral|Neutral,3
fb_05859,Chat support handles simple questions quickly. Phone support for complex issues.,Customer Support,Neutral,1
fb_05860,"Voice clarity is middling. VoLTE helps a bit. Also, Customer support experience is neither frustrating nor impressive. Middle ground.",Call Quality|Customer Support,Neutral|Neutral,2
fb_05861,"Customer support resolved my query but took 4-5 days total. Additionally, The app is okay. Not the smoothest but gets things done.",Customer Support|Mobile App Experience,Neutral|Neutral,2
fb_05862,Roaming worked in southeast Asia. Charges were as per the plan. It is what it is.,Roaming,Neutral,1
fb_05863,Roaming charges are market rate. Not cheap but expected for international use. App for account management is adequate. Recharge and balance check work fine. Support experience is middling. Not fast not slow. Typical.,Roaming|Mobile App Experience|Customer Support,Neutral|Neutral|Neutral,3
fb_05864,App for account management is adequate. Recharge and balance check work fine.,Mobile App Experience,Neutral,1
fb_05865,Using the app for bill payments and plan changes. Standard experience.,Mobile App Experience,Neutral,1
fb_05866,"support experience is adequate. Not fast not slow. Typical. Additionally, HD calling works on supported phones. Regular calls are fair too.",Customer Support|Call Quality,Neutral|Neutral,2
fb_05867,"Had to call support once. Issue got fixed after 4-5 day followup. Acceptable. Additionally, Roaming pack validity was adequate for my trip duration. Standard offering.",Customer Support|Roaming,Neutral|Neutral,2
fb_05868,Calls connect reliably. Audio quality is acceptable for daily use. Chat support handles simple questions quickly. Phone support for complex issues. The app works for basic account management. UI is moderate.,Call Quality|Customer Support|Mobile App Experience,Neutral|Neutral|Neutral,3
fb_05869,"Call quality is standard. No major drops or echo issues noticed. Additionally, Support agent was polite but followed a script. Got my answer eventually.",Call Quality|Customer Support,Neutral|Neutral,2
fb_05870,"call quality is okay on most calls. Normal stuff. Also, Chat support handles simple questions quickly. Phone support for complex issues.",Call Quality|Customer Support,Neutral|Neutral,2
fb_05871,Chat support handles simple questions quickly. Phone support for complex issues.,Customer Support,Neutral,1
fb_05872,No dropped calls so far. Quality is moderate overall.,Call Quality,Neutral,1
fb_05873,Customer support takes about 12 minutes to connect. Meets minimum expectations.,Customer Support,Neutral,1
fb_05874,"Roaming pack validity was adequate for my trip duration. Standard offering. Additionally, HD calling works on supported phones. Regular calls are moderate too.",Roaming|Call Quality,Neutral|Neutral,2
fb_05875,Customer support resolved my query but took 2 days total.,Customer Support,Neutral,1
fb_05876,"International roaming data speed is slower but enough for maps and messaging. On the other hand, Calls work. Quality is middling. No complaints no praises.",Roaming|Call Quality,Neutral|Neutral,2
fb_05877,Customer support resolved my query but took 2 days total. App for account management is adequate. Recharge and balance check work fine.,Customer Support|Mobile App Experience,Neutral|Neutral,2
fb_05878,Support experience is acceptable. Not fast not slow. Typical.,Customer Support,Neutral,1
fb_05879,Support experience is middling. Not fast not slow. Typical.,Customer Support,Neutral,1
fb_05880,"Domestic roaming is free as expected. International is standard pricing. On the other hand, Calls are clear enough for normal conversations. Gets the job done.",Roaming|Call Quality,Neutral|Neutral,2
fb_05881,"Customer support is available when needed. Response quality is standard. Additionally, Call quality is standard. No major drops or echo issues noticed.",Customer Support|Call Quality,Neutral|Neutral,2
fb_05882,"Roaming experience was unremarkable. It worked. Charges were transparent. On the other hand, App performance is average. Occasional slow loading but works.",Roaming|Mobile App Experience,Neutral|Neutral,2
fb_05883,Had working coverage while roaming in most areas. Some dead zones expected.,Roaming,Neutral,1
fb_05884,Call quality is passable on most calls. It is what it is. Customer service hours work for me. Wait times are typical for the industry. mobile app has all the basic features. Design is acceptable.,Call Quality|Customer Support|Mobile App Experience,Neutral|Neutral|Neutral,3
fb_05885,used roaming abroad for a week. Service was standard. Did what I needed.,Roaming,Neutral,1
fb_05886,"Customer support experience is neither frustrating nor impressive. Middle ground. Also, Used roaming abroad for a week. Service was standard. Did what I needed.",Customer Support|Roaming,Neutral|Neutral,2
fb_05887,Raised a ticket. Got resolution in 28 working days. Standard timeline. Voice clarity is acceptable. VoLTE helps a bit.,Customer Support|Call Quality,Neutral|Neutral,2
fb_05888,Support chat response time is fair. Gets the job done. HD calling works on supported phones. Regular calls are fair too.,Customer Support|Call Quality,Neutral|Neutral,2
fb_05889,"The app works for basic account management. UI is adequate. Additionally, International roaming data speed is slower but enough for maps and messaging.",Mobile App Experience|Roaming,Neutral|Neutral,2
fb_05890,"The mobile app does what it needs to. Interface is average. On the other hand, Domestic roaming is free as expected. International is standard pricing.",Mobile App Experience|Roaming,Neutral|Neutral,2
fb_05891,HD calling works on supported phones. Regular calls are standard too. App notifications work. Usage tracking is there. Typical telecom app. Support experience is fair. Not fast not slow. Typical.,Call Quality|Mobile App Experience|Customer Support,Neutral|Neutral|Neutral,3
fb_05892,call quality varies slightly by location but generally middling. App for account management is adequate. Recharge and balance check work fine.,Call Quality|Mobile App Experience,Neutral|Neutral,2
fb_05893,Voice calls sound normal. Nothing to highlight positively or negatively.,Call Quality,Neutral,1
fb_05894,Roaming experience was unremarkable. It worked. Charges were transparent.,Roaming,Neutral,1
fb_05895,Calls work. Quality is okay. No complaints no praises.,Call Quality,Neutral,1
fb_05896,"Mobile app works on my phone without issues. Standard telecom app functionality. Additionally, customer care IVR is lengthy but agent connection happens eventually.",Mobile App Experience|Customer Support,Neutral|Neutral,2
fb_05897,Calls work. Quality is moderate. No complaints no praises. App notifications work. Usage tracking is there. Typical telecom app.,Call Quality|Mobile App Experience,Neutral|Neutral,2
fb_05898,"the app interface is neither modern nor outdated. Gets the job done. Additionally, Call quality is passable on most calls. Middle of the road.",Mobile App Experience|Call Quality,Neutral|Neutral,2
fb_05899,Support experience is moderate. Not fast not slow. Typical.,Customer Support,Neutral,1
fb_05900,Heard slight echo once or twice but generally calls are average. Customer support experience is neither frustrating nor impressive. Middle ground.,Call Quality|Customer Support,Neutral|Neutral,2
fb_05901,"SMS works as expected. Dont use it much anymore but its there. On the other hand, Network outages are infrequent enough to not be a major concern for me.",SMS Services|Network Outage,Neutral|Neutral,2
fb_05902,Network congestion during peak hours slows things down a bit. Expected.,Network Congestion,Neutral,1
fb_05903,Messaging service is what it is. Simple text delivery that works. SIM activation at the store took 20 minutes paperwork then 4 hour wait.,SMS Services|SIM Activation,Neutral|Neutral,2
fb_05904,SIM activation at the store took 20 minutes paperwork then 12 hour wait.,SIM Activation,Neutral,1
fb_05905,Network reliability is okay. Outages happen but not constantly.,Network Outage,Neutral,1
fb_05906,"sMS service is okay. Not something I think about much. It just works. On the other hand, The occasional outage is expected. Recovery time is reasonable.",SMS Services|Network Outage,Neutral|Neutral,2
fb_05907,Congestion is there during specific hours. Rest of the day is normal.,Network Congestion,Neutral,1
fb_05908,"Network congestion is average for an urban area. Millions of users after all. Also, Outage happened once in the past month. Was resolved same day.",Network Congestion|Network Outage,Neutral|Neutral,2
fb_05909,Had an outage last week for about 30 minutes. Got resolved. Normal stuff.,Network Outage,Neutral,1
fb_05910,SMS functionality is standard. Nothing to note specifically.,SMS Services,Neutral,1
fb_05911,"Network went down briefly yesterday. Was back within 30 minutes. These things happen. Additionally, Network gets congested during office hours in commercial areas. Normal.",Network Outage|Network Congestion,Neutral|Neutral,2
fb_05912,Brief service interruption last week. Was back before I really noticed.,Network Outage,Neutral,1
fb_05913,"SMS functionality is standard. Nothing to note specifically. Additionally, outage frequency is average. Maybe once a month for an hour or so.",SMS Services|Network Outage,Neutral|Neutral,2
fb_05914,Peak hour congestion is noticeable. Off-peak is fine. Typical pattern.,Network Congestion,Neutral,1
fb_05915,Got the SIM activated via eKYC. Process was fair.,SIM Activation,Neutral,1
fb_05916,SIM activation took about 24 hours. Standard process. Congestion is there during specific hours. Rest of the day is normal. Messages get delivered. Sometimes slight delay on OTPs but generally fine.,SIM Activation|Network Congestion|SMS Services,Neutral|Neutral|Neutral,3
fb_05917,"Network went down briefly yesterday. Was back within an hour. These things happen. On the other hand, Peak hour speeds drop by about half. Still manageable for basic tasks.",Network Outage|Network Congestion,Neutral|Neutral,2
fb_05918,Network went down briefly yesterday. Was back within 45 minutes. These things happen.,Network Outage,Neutral,1
fb_05919,SMS arrives within normal timeframe. No significant delays noticed. Network congestion is average for an urban area. Millions of users after all. Outages are not frequent but when they occur it takes about 45 minutes to restore.,SMS Services|Network Congestion|Network Outage,Neutral|Neutral|Neutral,3
fb_05920,"Brief service interruption last week. Was back before I really noticed. On the other hand, Congestion affects streaming quality during evenings. Browsing is fine.",Network Outage|Network Congestion,Neutral|Neutral,2
fb_05921,"OTP delivery works. Regular SMS delivery is also decent. Additionally, outage frequency is average. Maybe once a month for an hour or so.",SMS Services|Network Outage,Neutral|Neutral,2
fb_05922,"Activation was completed within the promised timeframe. Nothing special. On the other hand, Evening time has some congestion. Speed drops but still usable.",SIM Activation|Network Congestion,Neutral|Neutral,2
fb_05923,SMS arrives within normal timeframe. No significant delays noticed. Congestion affects video streaming most. Text and browsing work okay.,SMS Services|Network Congestion,Neutral|Neutral,2
fb_05924,Had a scheduled maintenance notification. Service was down for about an hour.,Network Outage,Neutral,1
fb_05925,"OTP delivery via SMS takes a few seconds usually. Acceptable. On the other hand, Network maintenance sometimes causes brief outages. Get notified usually.",SMS Services|Network Outage,Neutral|Neutral,2
fb_05926,Outages are once a month or so. When they happen recovery is within a few hours.,Network Outage,Neutral,1
fb_05927,Brief service interruption last week. Was back before I really noticed. Congestion is there during specific hours. Rest of the day is normal. Activated new SIM for a family member. Took about a day. Normal process.,Network Outage|Network Congestion|SIM Activation,Neutral|Neutral|Neutral,3
fb_05928,SMS functionality is standard. Nothing to note specifically.,SMS Services,Neutral,1
fb_05929,SMS notifications from the carrier are timely. Service messages come through.,SMS Services,Neutral,1
fb_05930,Outage happened once in the past month. Was resolved same day.,Network Outage,Neutral,1
fb_05931,Evening time has some congestion. Speed drops but still usable.,Network Congestion,Neutral,1
fb_05932,Had a scheduled maintenance notification. Service was down for about an hour.,Network Outage,Neutral,1
fb_05933,SIM activation took about 4 hours. Standard process.,SIM Activation,Neutral,1
fb_05934,Network reliability is okay. Outages happen but not constantly.,Network Outage,Neutral,1
fb_05935,"SMS service is okay. Not something I think about much. It just works. Also, SIM activation through the store was quick. Online would have been similar.",SMS Services|SIM Activation,Neutral|Neutral,2
fb_05936,"Outage happened once in the past month. Was resolved same day. Additionally, OTP delivery works. Regular SMS delivery is also passable.",Network Outage|SMS Services,Neutral|Neutral,2
fb_05937,"outage frequency is average. Maybe once a month for an hour or so. On the other hand, Activated new SIM for a family member. Took about a day. Normal process.",Network Outage|SIM Activation,Neutral|Neutral,2
fb_05938,SMS arrives within normal timeframe. No significant delays noticed. Outages are not frequent but when they occur it takes about 30 minutes to restore. Network congestion is average for an urban area. Millions of users after all.,SMS Services|Network Outage|Network Congestion,Neutral|Neutral|Neutral,3
fb_05939,"SIM activation experience was routine. No issues no surprises. Additionally, Network went down briefly yesterday. Was back within 45 minutes. These things happen.",SIM Activation|Network Outage,Neutral|Neutral,2
fb_05940,"SIM started working after 6 hours of purchase. Expected timeline. Also, Outages are not frequent but when they occur it takes about an hour to restore.",SIM Activation|Network Outage,Neutral|Neutral,2
fb_05941,"Brief service interruption last week. Was back before I really noticed. Also, SIM started working after 24 hours of purchase. Expected timeline.",Network Outage|SIM Activation,Neutral|Neutral,2
fb_05942,had a scheduled maintenance notification. Service was down for about an hour.,Network Outage,Neutral,1
fb_05943,outage frequency is average. Maybe once a month for an hour or so.,Network Outage,Neutral,1
fb_05944,"Network congestion is average for an urban area. Millions of users after all. On the other hand, New SIM was active within 2-3 hours. Standard for the industry.",Network Congestion|SIM Activation,Neutral|Neutral,2
fb_05945,SMS service is okay. Not something I think about much. It just works.,SMS Services,Neutral,1
fb_05946,"Experience some lag during rush hours. Expected with shared infrastructure. On the other hand, SMS arrives within normal timeframe. No significant delays noticed.",Network Congestion|SMS Services,Neutral|Neutral,2
fb_05947,SIM activation experience was routine. No issues no surprises.,SIM Activation,Neutral,1
fb_05948,The activation process is standard biometric verification. Meets minimum expectations.,SIM Activation,Neutral,1
fb_05949,"Network outages happen rare but happen. Duration is usually manageable. Additionally, SMS works as expected. Dont use it much anymore but its there.",Network Outage|SMS Services,Neutral|Neutral,2
fb_05950,"OTP delivery works. Regular SMS delivery is also okay. Also, Had a scheduled maintenance notification. Service was down for about an hour.",SMS Services|Network Outage,Neutral|Neutral,2
fb_05951,"Streaming quality through bundled OTT is adequate. Watchable. Additionally, Using 5G phone but 5G coverage isn't widespread yet. Mostly on 4G still.",OTT Bundle Services|5G Experience,Neutral|Neutral,2
fb_05952,Using 5G phone but 5G coverage isn't widespread yet. Mostly on 4G still. VoLTE and 4G work on my device without issues. Expected functionality.,5G Experience|Device Compatibility,Neutral|Neutral,2
fb_05953,OTT benefits come with the plan. I use them occasionally. Average content.,OTT Bundle Services,Neutral,1
fb_05954,OTT access is there as advertised. Use it sometimes for shows.,OTT Bundle Services,Neutral,1
fb_05955,"international calling via the included pack is adequate for occasional use. Also, The streaming platforms included are okay. Not premium tier but acceptable.",International Calling|OTT Bundle Services,Neutral|Neutral,2
fb_05956,Got 5G coverage at a few spots. Speed improvement over 4G is noticeable but not dramatic. No device-specific issues noticed. Regular smartphone works fine. OTT access is there as advertised. Use it sometimes for shows.,5G Experience|Device Compatibility|OTT Bundle Services,Neutral|Neutral|Neutral,3
fb_05957,5G coverage is limited. Where it works its okay. Still early days.,5G Experience,Neutral,1
